median_age,event_indx,freq100yr
2013.9,0,NaN
2012.2,0,NaN
2010.8,0,NaN
2009.4,0,NaN
2008,0,NaN
2006.6,0,NaN
2004.6,0,NaN
2002.6,0,NaN
2000.7,0,NaN
1998.8,0,NaN
1997,0,NaN
1995.1,0,NaN
1993,0,NaN
1990.9,0,NaN
1988.9,0,NaN
1986.9,0,NaN
1984.9,0,NaN
1982.9,0,NaN
1980.7,0,NaN
1978.4,0,NaN
1976.5,0,NaN
1974.8,0,NaN
1973.1,0,NaN
1971.3,0,NaN
1969.4,0,NaN
1967.4,0,NaN
1966.2,0,NaN
1965,0,NaN
1963.8,0,1
1962.3,0,1
1960.9,0,1
1960.2,1,1
1959.5,0,1
1958.9,0,1
1958.3,0,1
1957.8,0,1
1957,0,1
1956.2,0,1
1955.5,0,1
1954.8,0,2
1954.1,0,2
1953.4,0,2
1952.6,0,2
1951.9,0,2
1951.1,0,2
1950.4,0,2
1949.8,0,2
1949,0,2
1948.3,0,2
1947.6,0,2
1946.9,0,2
1946.1,0,2
1945.2,0,2
1944.4,0,2
1943.6,0,2
1942.8,0,2
1941.5,0,2
1940.2,0,2
1939.1,0,2
1937.9,0,2
1936.8,0,2
1935.6,0,2
1934.3,0,2
1933.1,0,2
1931.9,0,2
1930.8,0,2
1929.6,0,2
1928.4,0,2
1927.1,0,2
1925.9,0,2
1924.6,0,2
1923.4,0,2
1922.2,0,2
1921.1,0,2
1919.9,0,2
1918.8,0,2
1917.5,0,2
1916.3,0,2
1915,0,2
1913.8,0,2
1912.6,0,2
1911.4,0,2
1910.2,0,2
1908.9,0,1
1907.7,0,1
1906.5,0,1
1905.3,1,1
1904,0,1
1902.7,0,1
1901.4,0,1
1900.1,0,1
1898.8,0,1
1897.5,0,1
1896.3,0,1
1895,0,1
1893.7,0,1
1892.4,0,1
1891.2,0,1
1890,0,1
1888.9,0,1
1887.7,0,1
1886.4,0,1
1885.2,0,1
1883.9,0,1
1882.7,0,1
1881.5,0,1
1880.4,0,1
1879.1,0,1
1877.8,0,1
1876.7,0,1
1875.5,0,1
1874.2,0,1
1872.9,0,1
1871.6,0,1
1870.4,0,1
1869.3,0,1
1868.1,0,1
1866.7,0,1
1865.3,0,1
1864,0,1
1862.7,0,1
1861.5,0,1
1860.3,0,1
1859,0,1
1857.7,0,1
1856.3,0,1
1855,0,1
1853.7,0,0
1852.5,0,0
1851.2,0,0
1850,0,0
1848.8,0,0
1847.5,0,0
1846.3,0,0
1845.1,0,0
1843.9,0,0
1842.6,0,0
1841.3,0,1
1840.1,0,1
1838.8,0,1
1837.5,0,1
1836.2,0,1
1835,0,1
1833.6,0,1
1832.4,0,1
1831.1,0,1
1830,0,1
1828.8,0,1
1827.6,0,1
1826.3,0,1
1825,0,1
1823.9,0,1
1822.7,0,1
1821.5,0,1
1820.3,0,1
1819,0,1
1817.9,0,1
1816.8,0,1
1815.7,0,1
1814.5,0,1
1813.2,0,1
1812.2,0,1
1811.2,0,1
1810.1,0,1
1809,0,1
1807.8,0,1
1806.9,0,1
1806,0,1
1804.9,0,1
1803.8,0,2
1802.6,0,2
1801.3,0,2
1800,0,2
1798.7,0,2
1797.4,0,3
1796.2,0,3
1794.9,0,3
1793.5,0,3
1792.3,0,3
1791,1,3
1789.6,0,3
1788.3,0,4
1786.9,0,4
1785.5,0,4
1784.1,0,4
1782.7,0,4
1781.4,0,4
1780.2,0,4
1778.8,0,4
1777.3,0,4
1775.9,0,4
1774.7,0,4
1773.5,0,4
1772.2,0,4
1770.9,0,4
1769.6,0,4
1768.4,0,5
1767.1,0,5
1765.7,0,5
1764.4,0,5
1763.2,0,5
1761.9,0,5
1760.7,0,5
1759.4,0,5
1758.1,0,5
1756.9,0,5
1755.6,0,5
1754.4,1,5
1753.1,0,5
1751.9,0,5
1750.6,0,5
1749.3,0,5
1748.1,1,5
1746.8,0,5
1745.6,0,5
1744.3,0,5
1743.1,0,5
1741.9,0,5
1740.6,0,5
1739.3,0,4
1738,1,4
1736.9,0,4
1735.7,0,4
1734.5,0,4
1733.3,0,4
1732.1,0,5
1730.9,0,5
1729.8,0,5
1728.6,0,5
1727.4,0,5
1726.2,0,5
1725,0,5
1723.8,0,5
1722.6,0,5
1721.4,0,5
1720.1,0,5
1719.1,0,5
1718,1,6
1716.9,0,6
1715.7,0,6
1714.5,0,6
1713.5,0,6
1712.4,0,6
1711.3,0,6
1710.3,0,6
1709.3,0,6
1708.2,0,6
1707.1,0,6
1706,0,7
1705,0,7
1704,0,7
1702.9,0,6
1701.8,0,6
1700.7,0,6
1699.6,0,6
1698.5,0,6
1697.4,0,5
1696.4,0,5
1695.3,0,5
1694.3,0,5
1693.3,0,5
1692.3,0,5
1691.2,0,5
1690.1,0,5
1689.1,0,5
1688,0,5
1687,0,4
1685.9,0,4
1684.9,0,5
1683.9,0,5
1682.8,0,5
1681.8,1,5
1680.7,0,5
1679.7,0,5
1678.6,0,5
1677.6,0,5
1676.7,0,5
1675.6,0,5
1674.6,0,5
1673.5,0,5
1672.4,0,6
1671.5,0,6
1670.5,0,6
1669.4,0,6
1668.4,1,6
1667.3,0,5
1666.5,0,5
1665.6,0,5
1664.7,0,5
1663.6,0,5
1662.6,0,6
1661.5,0,6
1660.2,0,6
1659.1,0,6
1658,0,6
1657,0,6
1655.8,1,6
1654.7,0,6
1653.5,0,7
1652.3,0,7
1651.3,0,7
1650.1,0,7
1648.9,0,7
1647.6,0,7
1646.4,0,7
1645.2,0,7
1644.1,0,7
1642.9,0,7
1641.8,0,7
1640.6,0,7
1639.6,0,7
1638.4,0,7
1637.3,0,7
1636.1,0,7
1634.9,1,7
1633.8,0,7
1632.7,0,7
1631.5,0,7
1630.3,0,6
1629.2,0,6
1628.1,0,6
1626.9,0,6
1625.7,0,6
1624.5,0,6
1623.2,1,6
1622,0,6
1620.8,0,6
1619.7,0,6
1618.4,0,6
1617.3,0,5
1616.1,0,5
1615,0,5
1613.8,0,5
1612.6,1,5
1611.5,0,5
1610.4,0,6
1609.1,0,6
1607.9,0,6
1606.6,0,6
1605.4,0,5
1604.1,1,5
1603,0,5
1601.8,0,5
1600.7,0,5
1599.4,0,5
1598.3,0,5
1597.1,0,5
1596,0,5
1594.8,0,5
1593.6,0,5
1592.4,0,5
1591.3,0,5
1590.2,0,5
1589.1,0,5
1588,0,5
1586.9,0,5
1585.8,0,5
1584.7,0,5
1583.7,0,4
1582.6,0,4
1581.6,0,4
1580.6,0,4
1579.6,0,4
1578.5,0,4
1577.5,0,4
1576.5,0,4
1575.4,0,4
1574.3,0,4
1573.2,0,4
1572.2,0,3
1571.1,0,4
1570.1,0,4
1569.1,0,4
1568.1,0,4
1567,0,4
1566.1,0,4
1565,0,4
1564,0,4
1562.9,0,4
1561.9,0,3
1561,1,3
1559.9,0,3
1559,0,3
1558,0,3
1557,0,3
1556.1,0,3
1555.2,0,3
1554.2,0,3
1553.2,0,2
1552.2,0,2
1551.2,0,2
1550.4,0,2
1549.4,0,2
1548.5,0,2
1547.5,0,2
1546.4,0,2
1545.6,0,2
1544.6,0,2
1543.6,0,2
1542.7,0,2
1541.7,0,2
1540.8,0,2
1539.8,0,2
1538.8,0,2
1537.8,0,2
1536.9,0,2
1535.9,0,2
1534.9,0,2
1533.9,0,2
1532.9,0,3
1532,0,3
1531,0,3
1530,0,3
1529,0,3
1528.1,0,3
1527.2,0,3
1526.1,0,4
1525.1,0,4
1524.1,0,4
1523.1,0,4
1522,0,4
1521,1,4
1520.1,0,4
1519.1,0,4
1518.1,0,4
1517.1,0,4
1516.2,0,5
1515.2,0,5
1514.3,0,5
1513.4,0,5
1512.4,0,6
1511.5,0,6
1510.4,0,5
1509.4,0,5
1508.5,0,5
1507.6,0,5
1506.6,0,5
1505.7,0,5
1504.7,0,5
1503.7,0,6
1502.7,0,6
1501.7,0,6
1500.8,0,6
1499.9,0,6
1498.9,0,6
1498,0,6
1497,0,6
1496,0,6
1495.1,0,6
1494.1,0,6
1493.1,0,6
1492.1,0,6
1491.2,0,6
1490.2,0,6
1489.4,0,6
1488.4,0,6
1487.4,0,6
1486.4,0,6
1485.5,0,6
1484.5,0,6
1483.6,0,6
1482.6,1,6
1481.6,0,6
1480.6,0,6
1479.6,0,6
1478.6,0,6
1477.7,0,6
1476.8,0,6
1475.9,1,7
1474.9,0,7
1473.9,0,7
1473.1,0,7
1472.2,0,7
1471.4,0,7
1470.5,0,7
1469.7,0,6
1468.8,0,6
1468,0,7
1467.1,0,7
1466.3,1,7
1465.4,0,7
1464.6,0,7
1463.7,0,7
1462.9,0,7
1462.1,1,7
1461.1,0,7
1460.3,0,7
1459.4,0,7
1458.5,0,7
1457.7,0,7
1456.8,0,7
1455.9,0,7
1455.1,0,7
1454.3,1,7
1453.5,0,7
1452.7,0,7
1451.8,0,7
1451,0,8
1450.2,0,8
1449.3,0,8
1448.4,0,8
1447.7,0,8
1446.9,0,8
1446.1,0,8
1445.3,0,8
1444.4,0,8
1443.6,0,8
1442.8,0,9
1442,0,9
1441.1,0,9
1440.3,0,9
1439.5,0,9
1438.8,0,9
1437.9,0,9
1437.2,0,9
1436.4,0,9
1435.5,0,9
1434.6,0,9
1433.8,0,9
1433,0,9
1432.1,0,8
1431.3,0,8
1430.5,0,8
1429.7,0,8
1428.9,0,8
1428,0,8
1427.3,0,8
1426.5,0,8
1425.6,1,8
1424.7,0,7
1423.9,0,7
1423.1,0,7
1422.4,0,7
1421.6,0,7
1420.7,0,7
1419.9,0,7
1419.1,0,7
1418.3,1,7
1417.5,0,7
1416.7,0,7
1415.8,0,7
1415.1,0,6
1414.3,0,6
1413.5,0,6
1412.7,0,6
1411.8,0,7
1411,0,6
1410.3,0,6
1409.5,0,6
1408.7,0,6
1407.9,0,6
1407.1,0,6
1406.3,0,6
1405.5,0,6
1404.7,0,6
1403.8,0,6
1403.1,0,5
1402.4,0,5
1401.6,0,5
1400.8,1,5
1399.9,0,5
1398.9,0,5
1397.8,0,6
1396.8,0,6
1395.8,0,6
1394.8,0,6
1393.7,0,6
1392.8,1,6
1391.8,0,6
1390.8,0,6
1389.8,0,6
1388.7,0,6
1387.7,0,6
1386.6,0,6
1385.6,0,6
1384.5,0,6
1383.6,0,6
1382.5,0,6
1381.5,0,7
1380.4,0,7
1379.3,0,7
1378.3,0,7
1377.3,0,7
1376.3,0,7
1375.2,0,6
1374.3,0,6
1373.3,0,6
1372.2,0,6
1371.2,0,6
1370.2,0,6
1369.3,0,6
1368.2,0,6
1367.2,0,6
1366.2,0,6
1365.1,0,6
1364.1,0,6
1363,0,6
1362.1,1,6
1361,0,6
1360,0,6
1359,0,6
1358.1,0,6
1357.1,0,6
1356.1,0,7
1355.1,0,7
1354,0,7
1353.1,0,7
1352,0,7
1351,0,7
1349.9,0,6
1348.8,0,6
1347.8,1,6
1346.9,0,6
1345.8,0,6
1344.8,0,6
1343.8,0,6
1342.8,0,6
1341.8,0,5
1340.8,0,5
1339.7,0,5
1338.7,0,5
1337.7,0,5
1336.8,0,5
1335.8,0,5
1334.8,0,5
1333.8,0,5
1332.8,0,5
1331.9,1,5
1330.9,0,6
1329.9,0,6
1328.9,0,6
1327.9,0,6
1326.9,0,6
1325.9,0,6
1324.9,0,6
1323.8,0,6
1322.9,0,6
1321.9,0,6
1320.9,0,6
1319.9,0,6
1319,0,6
1318,0,6
1317,1,6
1316.1,0,6
1315,0,6
1314,0,6
1313.1,0,6
1312.1,0,6
1311,0,5
1310,0,5
1309,0,5
1308,0,5
1307,0,5
1306,1,5
1304.9,0,5
1303.9,0,5
1303,0,5
1302,0,5
1301.1,0,5
1300.1,0,5
1299.1,0,6
1298.1,0,6
1297.2,0,5
1296.2,0,5
1295.2,0,5
1294.2,0,5
1293.2,0,5
1292.2,0,5
1291.3,0,5
1290.2,0,5
1289.2,0,5
1288.3,0,5
1287.4,0,5
1286.4,0,5
1285.5,0,5
1284.4,0,5
1283.6,0,5
1282.7,0,5
1281.7,0,5
1280.7,1,4
1279.7,0,4
1278.7,0,4
1277.7,0,4
1276.7,0,4
1275.7,0,4
1274.7,0,4
1273.7,0,4
1272.7,0,4
1271.7,0,4
1270.7,0,4
1269.7,0,4
1268.7,0,4
1267.7,0,4
1266.7,0,4
1265.7,0,3
1264.7,0,4
1263.7,0,4
1262.7,0,4
1261.7,0,4
1260.7,0,4
1259.7,0,4
1258.7,0,4
1257.7,0,4
1256.7,0,4
1255.7,0,4
1254.7,0,3
1253.7,0,3
1252.7,0,3
1251.7,0,3
1250.7,0,3
1249.7,0,3
1248.7,1,3
1247.7,0,3
1246.7,0,3
1245.7,0,3
1244.7,0,3
1243.7,0,3
1242.7,0,3
1241.7,0,3
1240.7,0,3
1239.7,0,4
1238.7,0,4
1237.7,0,NaN
1236.7,0,NaN
1235.7,0,NaN
1234.7,0,NaN
1233.7,0,NaN
1232.7,0,NaN
1231.7,0,NaN
1230.7,0,NaN
1229.7,0,NaN
1228.7,0,NaN
1227.7,0,NaN
1226.7,0,NaN
1225.7,0,NaN
1224.7,0,NaN
1223.7,0,NaN
1222.7,0,NaN
1221.7,0,NaN
1220.7,0,NaN
1219.7,0,NaN
1218.7,0,NaN
1217.7,0,NaN
1216.7,0,NaN
1215.7,0,NaN
1214.7,1,NaN
1213.7,0,NaN
1212.7,0,NaN
1211.7,0,NaN
1210.7,0,NaN
1209.7,0,NaN
1208.7,0,NaN
1207.7,0,NaN
1206.7,0,NaN
1205.7,0,NaN
1204.7,0,NaN
1203.7,0,NaN
1202.7,0,NaN
1201.7,0,NaN
1200.7,0,NaN
1199.7,0,NaN
1198.7,0,NaN
1197.7,0,NaN
1196.7,0,NaN
1195.7,0,NaN
1194.7,0,NaN
1193.7,0,NaN
1192.7,0,NaN
1191.7,0,NaN
1190.7,0,NaN
1189.7,1,NaN
1188.7,0,NaN