Year,BHAC6,BHAC5,BHAC5max,BHAC5min,AM4Age,AM4Freq,AMstack
2020,NaN,NaN,NaN,NaN,2013.9,NaN,NaN
2019,NaN,NaN,NaN,NaN,2012.5,NaN,NaN
2018,NaN,NaN,NaN,NaN,2011.2,NaN,NaN
2017,NaN,NaN,NaN,NaN,2009.8,NaN,NaN
2016,NaN,NaN,NaN,NaN,2008.5,NaN,NaN
2015,NaN,NaN,NaN,NaN,2007.1,NaN,NaN
2014,NaN,NaN,NaN,NaN,2005.7,NaN,NaN
2013,NaN,NaN,NaN,NaN,2004.4,NaN,NaN
2012,NaN,NaN,NaN,NaN,2003,NaN,NaN
2011,NaN,NaN,NaN,NaN,2001.6,NaN,NaN
2010,NaN,NaN,NaN,NaN,2000.2,NaN,NaN
2009,NaN,NaN,NaN,NaN,1998.9,NaN,NaN
2008,NaN,NaN,NaN,NaN,1997.5,NaN,NaN
2007,NaN,NaN,NaN,NaN,1996.1,NaN,NaN
2006,NaN,NaN,NaN,NaN,1994.8,NaN,NaN
2005,NaN,NaN,NaN,NaN,1993.4,NaN,NaN
2004,NaN,NaN,NaN,NaN,1992.1,NaN,NaN
2003,NaN,NaN,NaN,NaN,1990.7,NaN,NaN
2002,NaN,NaN,NaN,NaN,1989.3,NaN,NaN
2001,NaN,NaN,NaN,NaN,1988,NaN,NaN
2000,NaN,NaN,NaN,NaN,1986.6,NaN,NaN
1999,NaN,NaN,NaN,NaN,1985.4,NaN,NaN
1998,NaN,NaN,NaN,NaN,1984.3,NaN,NaN
1997,NaN,NaN,NaN,NaN,1983,NaN,NaN
1996,NaN,NaN,NaN,NaN,1981.9,NaN,NaN
1995,NaN,NaN,NaN,NaN,1980.7,NaN,NaN
1994,NaN,NaN,NaN,NaN,1979.4,NaN,NaN
1993,NaN,NaN,NaN,NaN,1978.2,NaN,NaN
1992,NaN,NaN,NaN,NaN,1976.9,NaN,NaN
1991,NaN,NaN,NaN,NaN,1975.7,NaN,NaN
1990,NaN,NaN,NaN,NaN,1974.4,NaN,NaN
1989,NaN,NaN,NaN,NaN,1973.2,NaN,NaN
1988,NaN,NaN,NaN,NaN,1972,NaN,NaN
1987,NaN,NaN,NaN,NaN,1970.7,NaN,NaN
1986,NaN,NaN,NaN,NaN,1969.5,NaN,NaN
1985,NaN,NaN,NaN,NaN,1968.3,NaN,NaN
1984,NaN,NaN,NaN,NaN,1967,NaN,NaN
1983,NaN,NaN,NaN,NaN,1965.8,NaN,NaN
1982,NaN,NaN,NaN,NaN,1964.6,NaN,NaN
1981,NaN,NaN,NaN,NaN,1963.4,2,NaN
1980,NaN,NaN,NaN,NaN,1962.1,2,NaN
1979,NaN,NaN,NaN,NaN,1961.2,2,NaN
1978,NaN,NaN,NaN,NaN,1960.4,2,NaN
1977,NaN,NaN,NaN,NaN,1959.6,2,NaN
1976,NaN,NaN,NaN,NaN,1958.8,2,NaN
1975,NaN,NaN,NaN,NaN,1958,2,NaN
1974,NaN,NaN,NaN,NaN,1957.2,2,NaN
1973,NaN,NaN,NaN,NaN,1956.5,2,NaN
1972,NaN,NaN,NaN,NaN,1955.7,2,NaN
1971,NaN,NaN,NaN,NaN,1955,2,2
1970,-0.87126,19.75,27.31,12.19,1954.3,2,2
1969,-0.87126,20.05,27.64,12.46,1953.5,2,2
1968,-0.97174,20.29,27.86,12.72,1952.8,2,2
1967,-0.97174,20.45,27.99,12.91,1952,2,2
1966,-0.53071,19.62,26.28,12.96,1951.2,2,2
1965,-0.53071,19.67,26.28,13.06,1950.4,2,2
1964,-0.60957,19.58,26.04,13.12,1949.5,2,2
1963,-0.51102,19.43,25.68,13.17,1948.7,2,2
1962,-0.44403,19.28,25.32,13.24,1947.9,2,2
1961,-0.44403,19.18,25.06,13.3,1947.1,2,2
1960,-0.44403,19.09,24.84,13.33,1946.2,2,2
1959,-0.44403,19.05,24.71,13.4,1945.3,2,2
1958,-0.58988,19.02,24.61,13.43,1944.3,2,2
1957,-0.55317,18.97,24.48,13.46,1943.3,2,2
1956,-0.55317,18.93,24.36,13.5,1942.3,2,2
1955,-0.65172,18.9,24.27,13.54,1941.2,2,2
1954,-0.68843,18.86,24.15,13.56,1940.1,2,2
1953,-0.62392,18.82,24.05,13.58,1939.1,2,2
1952,-0.70278,18.79,23.97,13.61,1938,2,2
1951,-0.76463,18.74,23.86,13.61,1936.9,2,2
1950,-0.76463,18.71,23.79,13.63,1935.9,2,2
1949,-0.76463,18.66,23.67,13.65,1934.9,2,2
1948,-0.83161,18.63,23.6,13.66,1933.9,2,2
1947,-0.83161,18.59,23.51,13.68,1932.8,2,2
1946,-0.89345,18.58,23.44,13.72,1931.9,2,2
1945,-0.89345,18.53,23.35,13.72,1930.8,2,2
1944,-0.89345,18.53,23.3,13.75,1929.8,2,2
1943,-0.89345,18.5,23.23,13.78,1928.8,2,2
1942,-0.85674,18.53,23.23,13.83,1927.9,2,2
1941,-0.85674,18.55,23.2,13.9,1927,2,2
1940,-0.85674,18.56,23.16,13.95,1926,2,2
1939,-0.85674,18.62,23.19,14.04,1924.8,2,2
1938,-0.92373,18.7,23.25,14.14,1923.5,2,2
1937,-0.92373,18.77,23.3,14.24,1922.3,2,2
1936,-0.92373,18.85,23.35,14.34,1921.1,2,2
1935,-0.92373,18.95,23.44,14.45,1919.8,2,2
1934,-0.92373,19.06,23.56,14.55,1918.6,2,2
1933,-0.92373,19.14,23.64,14.63,1917.3,2,2
1932,-0.92373,19.23,23.74,14.71,1916,2,2
1931,-0.92373,19.32,23.86,14.79,1914.7,2,2
1930,-0.82251,19.45,24,14.89,1913.5,2,2
1929,-0.82251,19.61,24.2,15.02,1912.3,2,2
1928,-0.75552,19.74,24.36,15.12,1911.1,2,2
1927,-0.67666,19.91,24.58,15.25,1910,2,2
1926,-0.67666,20.09,24.79,15.38,1908.9,2,2
1925,-0.67666,20.3,25.05,15.54,1907.7,2,2
1924,-0.67666,20.5,25.31,15.7,1906.7,2,2
1923,-0.71337,20.68,25.52,15.84,1905.7,2,2
1922,-0.71337,20.87,25.75,15.98,1904.6,1,2
1921,-0.71337,21.06,25.99,16.14,1903.5,1,2
1920,-0.64638,21.25,26.21,16.29,1902.5,1,2
1919,-0.74493,21.43,26.41,16.44,1901.4,1,2
1918,-0.74493,21.57,26.57,16.56,1900.1,1,2
1917,-0.68042,21.76,26.79,16.73,1899,1,2
1916,-0.68042,21.93,26.97,16.89,1897.7,1,2
1915,-0.64371,22.12,27.18,17.06,1896.4,1,2
1914,-0.70822,22.33,27.41,17.24,1895.1,1,2
1913,-0.64371,22.49,27.6,17.39,1893.8,1,2
1912,-0.64371,22.67,27.79,17.55,1892.5,1,2
1911,-0.64371,22.78,27.91,17.66,1891.2,1,2
1910,-0.64371,22.95,28.1,17.81,1890,1,1
1909,-0.66898,23.09,28.26,17.92,1888.7,1,1
1908,-0.57043,23.24,28.42,18.05,1887.4,1,1
1907,-0.57043,23.36,28.55,18.16,1886.1,2,1
1906,-0.57043,23.54,28.74,18.33,1885,2,1
1905,-0.53371,23.65,28.85,18.45,1883.7,2,1
1904,-0.497,23.84,29.06,18.62,1882.6,2,1
1903,-0.497,23.98,29.23,18.73,1881.5,1,1
1902,-0.497,24.15,29.41,18.88,1880.4,1,1
1901,-0.497,24.28,29.56,18.99,1879.3,1,1
1900,-0.39845,24.4,29.7,19.09,1878.2,1,1
1899,-0.39845,24.54,29.87,19.21,1877.2,1,1
1898,-0.36174,24.71,30.05,19.37,1876.2,1,1
1897,-0.36174,24.81,30.14,19.48,1875,1,1
1896,-0.36174,24.93,30.28,19.58,1873.9,1,1
1895,-0.33146,25.04,30.41,19.67,1872.7,1,1
1894,-0.26695,25.14,30.54,19.74,1871.5,1,1
1893,-0.23024,25.19,30.59,19.79,1870.3,1,1
1892,-0.23024,25.25,30.63,19.86,1869.1,1,1
1891,-0.14046,25.3,30.68,19.91,1867.9,1,2
1890,-0.16826,25.32,30.69,19.95,1866.7,1,2
1889,-0.26681,25.34,30.7,19.97,1865.5,1,2
1888,-0.09816,25.29,30.61,19.97,1864.3,1,3
1887,-0.16515,25.27,30.56,19.98,1863.1,1,3
1886,-0.16515,25.26,30.54,19.98,1861.9,1,3
1885,-0.16515,25.24,30.53,19.95,1860.7,1,3
1884,-0.09816,25.17,30.43,19.9,1859.5,1,3
1883,-0.16268,25.11,30.34,19.88,1858.4,1,3
1882,-0.22966,25.04,30.23,19.84,1857.3,1,3
1881,-0.13111,24.98,30.18,19.78,1856.1,2,2
1880,-0.22089,24.96,30.17,19.75,1855,2,2
1879,-0.22089,24.87,30.04,19.69,1854,2,2
1878,-0.22089,24.8,29.97,19.64,1852.9,2,2
1877,-0.36674,24.78,29.94,19.63,1851.8,2,2
1876,-0.38644,24.72,29.84,19.59,1850.6,2,2
1875,-0.42858,24.65,29.76,19.54,1849.5,2,2
1874,-0.39187,24.61,29.71,19.5,1848.3,2,2
1873,-0.32489,24.55,29.65,19.45,1847.1,2,2
1872,-0.28817,24.49,29.58,19.41,1845.9,2,2
1871,-0.1726,24.44,29.52,19.37,1844.6,2,2
1870,-0.13589,24.43,29.52,19.35,1843.5,2,2
1869,-0.20288,24.43,29.51,19.34,1842.1,2,2
1868,-0.20288,24.44,29.52,19.35,1840.9,2,2
1867,-0.16616,24.45,29.54,19.36,1839.6,2,2
1866,-0.19396,24.52,29.61,19.43,1838.4,2,2
1865,-0.19396,24.55,29.64,19.47,1837.3,2,2
1864,-0.23068,24.6,29.69,19.5,1836.2,2,2
1863,-0.23068,24.7,29.8,19.6,1835.2,2,2
1862,-0.26224,24.86,30,19.72,1834.1,2,2
1861,-0.32923,25.03,30.21,19.85,1833.1,2,2
1860,-0.32923,25.19,30.39,19.98,1832.1,2,2
1859,-0.12387,25.37,30.62,20.11,1831,2,3
1858,-0.08716,25.58,30.9,20.27,1829.9,2,3
1857,-0.08716,25.84,31.2,20.48,1828.8,2,3
1856,0.07838,26.09,31.5,20.67,1827.5,2,3
1855,0.07838,26.28,31.74,20.81,1826.3,2,3
1854,0.12053,26.56,32.1,21.03,1825.2,2,3
1853,0.083818,26.83,32.41,21.24,1824,3,3
1852,0.019305,27.12,32.75,21.48,1822.8,3,3
1851,0.083818,27.4,33.1,21.7,1821.4,3,3
1850,0.083818,27.69,33.47,21.91,1820.2,3,3
1849,0.047106,27.99,33.85,22.14,1818.8,3,3
1848,0.047106,28.26,34.19,22.32,1817.5,3,3
1847,0.010394,28.51,34.52,22.49,1816.4,3,3
1846,0.010394,28.76,34.85,22.67,1815,3,3
1845,0.252321,28.97,35.12,22.82,1813.7,3,3
1844,0.252321,29.17,35.39,22.96,1812.7,3,3
1843,0.252321,29.32,35.57,23.07,1811.5,3,3
1842,0.280122,29.48,35.78,23.19,1810.6,3,3
1841,0.395695,29.64,35.97,23.32,1809.6,4,3
1840,0.395695,29.77,36.12,23.42,1808.9,4,3
1839,0.358984,29.89,36.26,23.52,1808.1,4,3
1838,0.395695,30.02,36.43,23.61,1807.4,4,3
1837,0.395695,30.11,36.54,23.69,1806.7,4,3
1836,0.395695,30.2,36.64,23.77,1806,4,3
1835,0.474557,30.3,36.76,23.84,1805.5,4,3
1834,0.511269,30.38,36.86,23.91,1804.7,4,3
1833,0.511269,30.48,36.98,23.98,1804.2,4,3
1832,0.575781,30.62,37.15,24.09,1803.5,4,3
1831,0.679481,30.75,37.3,24.19,1802.9,4,3
1830,0.716193,30.89,37.47,24.3,1802.3,4,3
1829,0.688392,31,37.61,24.39,1801.5,4,3
1828,0.688392,31.06,37.69,24.43,1800.9,4,3
1827,0.621405,31.19,37.86,24.51,1800.2,4,3
1826,0.542543,31.27,37.97,24.57,1799.5,4,3
1825,0.542543,31.34,38.06,24.61,1798.7,4,3
1824,0.542543,31.36,38.09,24.62,1797.9,4,3
1823,0.505831,31.42,38.19,24.64,1797.1,4,3
1822,0.570343,31.48,38.28,24.68,1796.3,4,3
1821,0.533631,31.52,38.33,24.71,1795.4,4,3
1820,0.533631,31.6,38.44,24.75,1794.5,4,3
1819,0.494444,31.67,38.55,24.8,1794,4,3
1818,0.494444,31.74,38.67,24.81,1793.4,4,3
1817,0.531156,31.83,38.81,24.86,1792.9,4,3
1816,0.466644,31.89,38.9,24.88,1792.4,4,3
1815,0.575781,31.92,38.97,24.87,1791.8,4,3
1814,0.575781,31.93,39.01,24.86,1791.2,4,3
1813,0.732552,31.95,39.05,24.85,1790.7,4,4
1812,0.704751,32.05,39.21,24.89,1790,4,4
1811,0.741463,32.11,39.32,24.89,1789.3,4,4
1810,0.741463,32.16,39.43,24.89,1788.6,4,4
1809,0.805975,32.19,39.5,24.88,1787.9,4,4
1808,0.769264,32.22,39.57,24.88,1787.2,4,4
1807,0.633998,32.25,39.64,24.87,1786.6,4,4
1806,0.633998,32.31,39.75,24.86,1786,3,4
1805,0.633998,32.3,39.79,24.81,1785.4,3,4
1804,0.633998,32.32,39.87,24.77,1784.9,3,4
1803,0.735223,32.29,39.91,24.68,1784.3,3,4
1802,0.735223,32.3,39.96,24.64,1783.8,3,4
1801,0.735223,32.28,40,24.57,1783.3,3,4
1800,0.735223,32.29,40.06,24.52,1782.8,3,4
1799,0.726452,32.27,40.1,24.44,1781.9,3,5
1798,0.763164,32.23,40.12,24.35,1780.9,3,5
1797,0.799876,32.16,40.13,24.18,1780,3,5
1796,0.799876,32.09,40.14,24.05,1779.1,3,5
1795,0.836588,32.04,40.16,23.91,1778.2,3,5
1794,0.806312,31.95,40.11,23.79,1777.4,3,5
1793,0.741799,31.85,40.05,23.66,1776.6,3,5
1792,0.831582,31.8,40.06,23.54,1775.8,3,6
1791,0.831582,31.71,40.06,23.37,1775,3,5
1790,0.7696,31.63,40.05,23.2,1774.1,3,5
1789,0.7696,31.54,40.04,23.03,1773.4,3,5
1788,0.7696,31.4,39.98,22.82,1772.6,3,4
1787,0.564244,31.31,39.99,22.63,1771.9,3,4
1786,0.600956,31.22,39.98,22.47,1771.1,3,4
1785,0.600956,31.12,39.96,22.29,1770.4,3,4
1784,0.665468,30.98,39.88,22.09,1769.7,3,4
1783,0.561768,30.89,39.86,21.92,1768.9,3,4
1782,0.561768,30.79,39.84,21.73,1768.2,3,4
1781,0.561768,30.66,39.77,21.54,1767.5,3,4
1780,0.347641,30.53,39.67,21.39,1766.8,3,4
1779,0.310929,30.37,39.54,21.2,1765.1,3,4
1778,0.274218,30.3,39.53,21.07,1763.2,3,4
1777,0.237506,30.16,39.42,20.9,1761.4,3,4
1776,0.237506,30.02,39.31,20.72,1759.6,3,4
1775,0.158644,29.91,39.22,20.6,1757.7,3,4
1774,0.158644,29.81,39.13,20.48,1755.7,2,4
1773,0.121932,29.69,39,20.37,1753.8,2,4
1772,0.054944,29.55,38.85,20.25,1752,2,4
1771,0.054944,29.4,38.69,20.1,1750.2,2,4
1770,0.012794,29.32,38.6,20.03,1748.3,2,4
1769,-0.02392,29.2,38.45,19.95,1746.6,3,4
1768,0.012794,29.11,38.35,19.87,1744.9,3,4
1767,0.102577,28.95,38.14,19.75,1743.3,3,5
1766,0.065865,28.85,38.03,19.66,1741.6,3,5
1765,0.029153,28.75,37.92,19.59,1740,3,5
1764,0.029153,28.66,37.79,19.53,1738.4,3,5
1763,0.065865,28.58,37.66,19.49,1736.8,3,5
1762,0.181439,28.47,37.5,19.44,1735.2,3,5
1761,0.077739,28.34,37.32,19.36,1733.7,3,5
1760,0.10554,28.19,37.1,19.27,1732.1,3,5
1759,0.204093,28.03,36.89,19.18,1730.5,3,4
1758,0.07216,27.91,36.71,19.11,1728.9,3,4
1757,0.139148,27.75,36.48,19.02,1727.2,3,4
1756,0.139148,27.58,36.24,18.91,1725.7,3,4
1755,-0.02639,27.41,36.03,18.79,1724,3,4
1754,-0.02639,27.3,35.86,18.73,1722.3,3,4
1753,-0.14197,27.1,35.58,18.62,1720.5,3,4
1752,-0.11169,26.97,35.41,18.52,1718.8,3,4
1751,-0.11169,26.8,35.19,18.42,1716.9,3,4
1750,-0.13949,26.62,34.95,18.29,1715.2,3,4
1749,-0.13949,26.48,34.74,18.22,1713.5,3,4
1748,-0.13949,26.3,34.48,18.12,1711.8,3,4
1747,-0.1762,26.16,34.27,18.04,1710,3,4
1746,-0.21291,26.03,34.06,17.99,1708.4,2,4
1745,-0.1484,25.88,33.84,17.92,1706.9,2,4
1744,-0.42704,25.81,33.73,17.89,1705.3,2,4
1743,-0.42704,25.75,33.63,17.87,1703.7,2,4
1742,-0.42704,25.72,33.58,17.86,1702.1,2,4
1741,-0.40177,25.72,33.56,17.87,1700.6,2,5
1740,-0.48063,25.69,33.52,17.86,1699.2,2,5
1739,-0.44392,25.66,33.48,17.84,1697.6,2,5
1738,-0.34537,25.68,33.51,17.85,1696,2,5
1737,-0.34537,25.66,33.48,17.84,1694.4,2,5
1736,-0.34537,25.66,33.49,17.83,1692.6,2,5
1735,-0.21654,25.67,33.5,17.84,1690.9,2,5
1734,-0.2954,25.71,33.57,17.85,1689.2,2,5
1733,-0.2954,25.75,33.64,17.85,1687.5,2,5
1732,-0.25869,25.77,33.69,17.86,1685.8,2,5
1731,-0.28649,25.79,33.72,17.85,1684.3,2,5
1730,-0.35348,25.8,33.77,17.83,1682.3,2,5
1729,-0.35348,25.8,33.82,17.79,1680.7,2,5
1728,-0.35348,25.85,33.93,17.78,1679.2,2,5
1727,-0.35348,25.92,34.04,17.8,1677.3,2,5
1726,-0.28896,25.95,34.09,17.81,1675.6,2,5
1725,-0.28896,26.01,34.19,17.83,1673.8,2,5
1724,-0.08671,26.06,34.27,17.85,1672.1,2,5
1723,-0.08671,26.12,34.37,17.87,1670.4,2,5
1722,-0.08671,26.08,34.33,17.83,1668.8,2,5
1721,-0.15122,26.1,34.38,17.82,1667.2,2,5
1720,-0.01596,26.14,34.44,17.85,1665.6,2,5
1719,0.037111,26.15,34.48,17.82,1663.9,2,6
1718,-0.0274,26.18,34.53,17.83,1662.4,2,6
1717,0.03444,26.27,34.64,17.89,1660.7,2,6
1716,0.03444,26.34,34.75,17.93,1659.1,2,6
1715,0.098953,26.36,34.8,17.93,1657.4,2,6
1714,-0.01018,26.45,34.9,18.01,1655.8,2,6
1713,0.026527,26.55,35,18.09,1654.2,2,5
1712,-0.16696,26.59,35.03,18.14,1652.5,2,5
1711,-0.20367,26.65,35.08,18.22,1650.9,2,5
1710,-0.20367,26.73,35.14,18.32,1649.1,2,5
1709,-0.13668,26.79,35.16,18.42,1647.6,2,5
1708,-0.20119,26.85,35.18,18.52,1645.9,1,5
1707,-0.30242,26.93,35.25,18.62,1644.2,1,5
1706,-0.30242,27.05,35.35,18.75,1642.6,1,5
1705,-0.21263,27.21,35.46,18.95,1640.9,1,6
1704,-0.14565,27.32,35.56,19.07,1639.1,1,6
1703,-0.04709,27.47,35.67,19.28,1637.6,1,6
1702,-0.1116,27.62,35.77,19.47,1635.9,1,6
1701,-0.1116,27.75,35.84,19.65,1634.3,1,6
1700,-0.03274,27.89,35.93,19.85,1632.7,1,6
1699,-0.06945,28.05,36.03,20.07,1631.2,1,5
1698,-0.15924,28.21,36.15,20.27,1629.4,1,5
1697,-0.15924,28.36,36.23,20.49,1627.5,1,5
1696,-0.15924,28.5,36.31,20.7,1625.6,1,5
1695,-0.06068,28.68,36.46,20.91,1623.7,0,5
1694,-0.06068,28.88,36.62,21.14,1621.7,0,5
1693,0.003828,29.09,36.81,21.37,1619.8,0,5
1692,-0.03288,29.27,36.96,21.58,1617.8,0,4
1691,0.012599,29.44,37.1,21.77,1615.7,0,4
1690,0.079587,29.65,37.29,22,1613.7,0,4
1689,0.015074,29.92,37.55,22.28,1612,0,4
1688,0.057224,30.1,37.71,22.5,1609.9,0,4
1687,0.057224,30.34,37.93,22.75,1608.1,0,4
1686,0.23731,30.58,38.15,23,1606.4,0,4
1685,0.23731,30.82,38.4,23.24,1604.3,0,4
1684,0.23731,31.06,38.6,23.51,1602.6,0,4
1683,0.316172,31.33,38.86,23.79,1600.9,0,4
1682,0.316172,31.56,39.05,24.06,1599.2,0,4
1681,0.346448,31.76,39.23,24.29,1597.5,0,4
1680,0.309736,32.01,39.47,24.56,1595.9,0,4
1679,0.41096,32.27,39.71,24.83,1594.4,0,4
1678,0.41096,32.57,39.97,25.16,1592.9,0,4
1677,0.447672,32.83,40.2,25.46,1591.5,0,4
1676,0.601967,33.05,40.4,25.69,1590,0,5
1675,0.668955,33.29,40.62,25.96,1588.6,0,5
1674,0.668955,33.55,40.88,26.21,1587.2,0,5
1673,0.632243,33.79,41.13,26.46,1585.7,0,5
1672,0.632243,34.05,41.39,26.72,1584.4,0,5
1671,0.722026,34.34,41.7,26.98,1583,0,6
1670,0.800887,34.61,41.98,27.24,1581.6,0,6
1669,0.843037,34.85,42.24,27.46,1580.1,0,6
1668,0.843037,35.07,42.48,27.66,1578.7,0,6
1667,0.843037,35.32,42.75,27.89,1577.6,0,5
1666,0.851808,35.53,42.97,28.09,1576.3,0,5
1665,0.851808,35.75,43.21,28.29,1574.9,1,5
1664,0.851808,35.92,43.36,28.47,1573.6,1,5
1663,0.851808,36.18,43.67,28.7,1572.2,1,5
1662,0.904879,36.41,43.92,28.91,1570.8,1,6
1661,0.893005,36.65,44.19,29.11,1569.5,1,6
1660,0.893005,36.84,44.41,29.27,1568.2,1,6
1659,0.89548,37.06,44.67,29.44,1566.9,1,6
1658,0.875788,37.27,44.92,29.62,1565.7,1,6
1657,0.875788,37.48,45.16,29.79,1564.2,1,6
1656,0.808801,37.65,45.36,29.95,1563.1,1,6
1655,0.808801,37.83,45.55,30.1,1561.8,1,6
1654,0.808801,37.99,45.73,30.25,1560.5,1,6
1653,0.808801,38.17,45.93,30.42,1559.4,1,6
1652,0.875788,38.32,46.1,30.54,1558.2,1,6
1651,0.808801,38.45,46.23,30.67,1557,1,6
1650,0.845513,38.6,46.39,30.81,1555.8,1,6
1649,0.845513,38.7,46.48,30.93,1554.7,1,6
1648,0.935295,38.78,46.54,31.02,1553.5,1,7
1647,0.935295,38.9,46.67,31.13,1552.2,1,7
1646,0.935295,39.04,46.8,31.29,1550.9,1,7
1645,1.014157,39.17,46.93,31.4,1549.8,1,7
1644,0.949645,39.28,47.02,31.55,1548.8,1,7
1643,0.949645,39.35,47.07,31.63,1547.6,1,7
1642,0.949645,39.42,47.1,31.73,1546.5,1,7
1641,0.949645,39.49,47.14,31.83,1545.4,1,6
1640,0.82315,39.52,47.13,31.91,1544.3,1,6
1639,0.912933,39.57,47.15,31.99,1542.9,1,7
1638,0.912933,39.66,47.19,32.12,1541.6,1,7
1637,0.814379,39.7,47.2,32.2,1540.4,1,7
1636,0.777668,39.76,47.23,32.28,1539.1,1,7
1635,0.904021,39.88,47.33,32.43,1537.9,1,7
1634,0.817342,39.95,47.37,32.52,1536.5,1,7
1633,0.854054,39.98,47.37,32.59,1535.2,1,7
1632,0.890766,40.01,47.34,32.69,1533.9,1,7
1631,0.99199,40.05,47.35,32.75,1532.6,1,7
1630,1.028702,40.09,47.36,32.81,1531.3,2,7
1629,1.028702,40.14,47.38,32.9,1530.1,2,7
1628,1.058978,40.18,47.37,32.98,1528.7,2,7
1627,1.09569,40.17,47.33,33.01,1527.3,2,7
1626,1.09569,40.19,47.34,33.04,1526,2,7
1625,1.098165,40.21,47.34,33.08,1524.7,2,7
1624,1.098165,40.18,47.29,33.07,1523.3,2,7
1623,0.932624,40.2,47.31,33.1,1522,2,7
1622,1.036324,40.22,47.34,33.11,1520.6,2,7
1621,1.073036,40.31,47.47,33.15,1519.5,2,7
1620,1.109747,40.36,47.54,33.18,1518.3,2,7
1619,1.011194,40.42,47.64,33.2,1517,2,6
1618,0.958124,40.44,47.67,33.21,1515.7,2,6
1617,1.056677,40.46,47.7,33.21,1514.5,2,6
1616,1.022636,40.45,47.74,33.16,1513,2,6
1615,1.022636,40.46,47.77,33.15,1511.6,2,6
1614,1.025111,40.52,47.85,33.18,1510.3,2,6
1613,1.025111,40.53,47.9,33.15,1509.1,2,6
1612,0.988399,40.53,47.95,33.1,1507.7,2,6
1611,0.988399,40.55,48.04,33.06,1506.4,2,6
1610,1.025111,40.54,48.08,33,1505.1,2,6
1609,1.025111,40.55,48.16,32.95,1503.9,2,6
1608,1.025111,40.55,48.23,32.86,1502.6,2,6
1607,1.025111,40.56,48.33,32.8,1501.3,2,6
1606,1.128811,40.53,48.36,32.69,1500.1,2,6
1605,1.128811,40.52,48.42,32.62,1498.7,2,5
1604,1.106016,40.48,48.47,32.5,1497.5,2,5
1603,1.039028,40.46,48.51,32.42,1496.4,2,5
1602,0.977187,40.4,48.53,32.28,1495,3,5
1601,1.013899,40.36,48.56,32.16,1493.9,3,5
1600,1.050611,40.31,48.59,32.03,1492.6,3,5
1599,1.002025,40.23,48.57,31.89,1491.5,3,5
1598,1.002025,40.13,48.52,31.73,1490.2,3,5
1597,1.002025,40.06,48.5,31.61,1489,3,5
1596,1.066537,39.98,48.49,31.48,1487.7,3,5
1595,1.066537,39.92,48.48,31.37,1486.4,3,5
1594,1.066537,39.8,48.37,31.23,1485,3,5
1593,1.066537,39.71,48.3,31.13,1483.7,3,5
1592,1.002025,39.61,48.2,31.02,1482.3,3,5
1591,1.038737,39.56,48.15,30.96,1481,3,5
1590,0.976895,39.48,48.08,30.88,1479.8,3,5
1589,0.909908,39.35,47.92,30.77,1478.4,3,5
1588,1.008461,39.14,47.66,30.61,1477.1,3,5
1587,0.929599,39,47.49,30.51,1475.6,2,5
1586,0.929599,38.84,47.28,30.39,1474.2,3,5
1585,0.822937,38.68,47.07,30.29,1472.8,3,5
1584,0.822937,38.51,46.85,30.17,1471.4,3,5
1583,0.822937,38.3,46.6,30.01,1469.9,3,5
